	code	id	name	type	ct	clid	superid	vi
10847	E00.82	10241	E Codes: Unspecified	dx	3498	1280.0	220	10848
10848	E00.81	10242	E Codes: Unspecified	dx	10258	1280.0	220	10849
10849	E00.80	10243	E Codes: Unspecified	dx	1122	1280.0	220	10850
10850	050.9	10244	General_Viral_Infection	dx	316	1991.0	248	10851
10851	493.12	10245	Asthma	dx	108313	1924.0	338	10852
10852	493.11	10246	Asthma	dx	35620	1924.0	338	10853
10853	493.10	10247	Asthma	dx	441784	1924.0	338	10854
10854	050.0	10248	General_Viral_Infection	dx	586	1994.0	248	10855
10855	V61.49	10080	Administrative/social admission|Factors influencing health care	dx	15603	1662.0	226	10856
10856	611.79	10254	Breast_Disorder	dx	983750	2082.0	238	10857
10857	629.81	10255	Disease_of_the_Female_Reproductive_Organs	dx	53443	2031.0	238	10858
10858	797.	10256	General_Dementia	dx	27368	1572.0	302	10859
10859	747.82	10257	Cardiac_Congenital_Anomaly	dx	2198	1713.0	278	10860
10860	611.71	2388	Breast_Disorder	dx	1486443	2082.0	238	10861
10861	629.89	4703	Disease_of_the_Female_Reproductive_Organs	dx	51382	2031.0	238	10862
10862	611.72	10261	Breast_Disorder	dx	4066018	2082.0	238	10863
10863	639.9	12370	Gestational_Pregnancy_Related_Disorder	dx	3626	2115.0	263	10864
10864	V61.41	10262	Administrative/social admission|Factors influencing health care	dx	4186	1674.0	226	10865
10865	E86.54	10264	E Codes: Poisoning	dx	3463	1884.0	220	10866
10866	608.89	10265	Disease_of_the_Male_Reproductive_Organs	dx	501159	1812.0	270	10867
10867	E86.52	10266	E Codes: Poisoning	dx	199	1884.0	220	10868
10868	E86.53	10267	E Codes: Poisoning	dx	263	1884.0	220	10869
10869	608.82	10270	Disease_of_the_Male_Reproductive_Organs	dx	65214	1814.0	270	10870
10870	608.83	10271	Disease_of_the_Male_Reproductive_Organs	dx	34056	1814.0	270	10871
10871	532.41	10272	Gastrointestinal_Ulcer	dx	1130	2006.0	300	10872
10872	608.86	10273	Disease_of_the_Male_Reproductive_Organs	dx	108057	1807.0	270	10873
10873	608.87	10274	Disease_of_the_Male_Reproductive_Organs	dx	5058	1808.0	270	10874
10874	608.84	10275	Disease_of_the_Male_Reproductive_Organs	dx	1241	1808.0	270	10875
10875	608.85	10276	Disease_of_the_Male_Reproductive_Organs	dx	2646	1807.0	270	10876
10876	634.41	10277	Gestational_Pregnancy_Related_Disorder	dx	189	2115.0	263	10877
10877	634.40	10278	Gestational_Pregnancy_Related_Disorder	dx	311	2115.0	263	10878
10878	288.65	14039	Unspecified_White_Blood_Cell_Disease	dx	966	1488.0	317	10879
10879	580.9	10279	Acute_Glomerulonephritis	dx	13867	1462.0	237	10880
10880	370.06	16142	Corneal_Disorders	dx	3250	1778.0	221	10881
10881	296.23	10283	Depression	dx	390367	2132.0	284	10882
10882	278.8	10284	Hyperalimentation	dx	12597	1918.0	254	10883
10883	377.24	10287	Optic_Disc_Disorder	dx	26638	1306.0	221	10884
10884	724.1	10288	Non_Specific_Pain	dx	3151071	1842.0	274	10885
10885	377.21	10289	Optic_Disc_Disorder	dx	61600	1306.0	221	10886
10886	377.23	10291	Optic_Disc_Disorder	dx	3882	1306.0	221	10887
10887	377.22	10292	Optic_Disc_Disorder	dx	3659	1306.0	221	10888
10888	651.61	10294	Gestational_Pregnancy_Related_Disorder	dx	159	2115.0	222	10889
10889	755.58	10295	Non_Specific_Congenital_Musculoskeletal_Anomaly	dx	338	1787.0	228	10890
10890	901.81	12703	Crushing injury or internal injury	dx	184	1440.0	232	10891
10891	V44.51	15371	Non_Specific_Urinary_Disorder	dx	325	2025.0	237	10892
10892	296.26	3553	Depression	dx	34512	2132.0	284	10893
10893	789.69	10298	Atopic_Contact_Dermatitis	dx	42631	1411.0	256	10894
10894	E85.59	10299	E Codes: Poisoning	dx	660	1884.0	220	10895
10895	E85.58	10300	E Codes: Poisoning	dx	147	1884.0	220	10896
10896	786.05	14046	Alveolar_Disease	dx	8264240	1503.0	287	10897
10897	789.60	10301	Atopic_Contact_Dermatitis	dx	117605	1411.0	256	10898
10898	789.61	10302	Atopic_Contact_Dermatitis	dx	46371	1411.0	256	10899
10899	E85.51	10303	E Codes: Poisoning	dx	507	1884.0	220	10900
10900	789.63	10304	Atopic_Contact_Dermatitis	dx	45345	1411.0	256	10901
10901	789.64	10305	Atopic_Contact_Dermatitis	dx	39762	1411.0	256	10902
10902	789.65	10306	Atopic_Contact_Dermatitis	dx	8314	1411.0	256	10903
10903	E85.55	10307	E Codes: Poisoning	dx	671	1884.0	220	10904
10904	E85.54	10308	E Codes: Poisoning	dx	194	1884.0	220	10905
10905	202.71	10309	Non_Hodgkins_Lymphoma	dx	617	1496.0	229	10906
10906	202.70	10310	Non_Hodgkins_Lymphoma	dx	3455	1496.0	229	10907
10907	202.73	10311	Non_Hodgkins_Lymphoma	dx	245	1496.0	229	10908
10908	202.72	10312	Non_Hodgkins_Lymphoma	dx	287	1496.0	229	10909
10909	202.75	10313	Non_Hodgkins_Lymphoma	dx	283	1496.0	229	10910
10910	202.74	10314	Non_Hodgkins_Lymphoma	dx	317	1496.0	229	10911
10911	202.78	10317	Non_Hodgkins_Lymphoma	dx	1026	1496.0	229	10912
10912	307.80	12901	Psychogenic_Somatoform_Disorder	dx	22000	1798.0	262	10913
10913	534.51	10319	Gastrointestinal_Ulcer	dx	101	2006.0	260	10914
10914	534.50	10320	Gastrointestinal_Ulcer	dx	1528	2006.0	260	10915
10915	307.81	12902	Unspecified_Recurrent_Headaches	dx	877832	1977.0	262	10916
10916	792.1	10322	Functional_Digestive_Disorder	dx	650927	1945.0	261	10917
10917	382.3	10323	Ear_Infection	dx	217579	1657.0	239	10918
10918	382.1	10325	Ear_Infection	dx	65135	1657.0	239	10919
10919	792.5	10326	Non_Specific_Urinary_Disorder	dx	4681	2026.0	237	10920
10920	792.4	10327	ill_defined_symptoms	dx	1975	2143.0	304	10921
10921	382.4	10328	Ear_Infection	dx	163795	1657.0	239	10922
10922	792.9	10329	Administrative/social admission|Factors influencing health care	dx	80737	1665.0	226	10923
10923	382.9	10331	Ear_Infection	dx	8664579	1657.0	239	10924
10924	165.8	9256	Respiratory_System_Cancer	dx	618	1345.0	235	10925
10925	454.8	10333	Varicose_Veins	dx	592208	1958.0	265	10926
10926	454.9	10334	Varicose_Veins	dx	546343	1958.0	265	10927
10927	454.0	10336	Varicose_Veins	dx	139145	1959.0	265	10928
10928	454.1	10337	Varicose_Veins	dx	456674	1959.0	265	10929
10929	454.2	10338	Varicose_Veins	dx	73388	1959.0	265	10930
10930	519.3	10339	Upper_Respiratory_Inflammation	dx	11735	2045.0	282	10931
10931	780.62	10340	Non_Specific_Pulmonary_Disorder	dx	39980	1444.0	234	10932
10932	780.61	10341	Atopic_Contact_Dermatitis	dx	364187	1409.0	256	10933
10933	780.60	10342	Atopic_Contact_Dermatitis	dx	6584097	1409.0	256	10934
10934	780.66	10343	Non_Specific_Pulmonary_Disorder	dx	1307	1444.0	234	10935
10935	780.65	10344	Sleep_Disorder	dx	7807	2094.0	220	10936
10936	780.64	10345	Sleep_Disorder	dx	121135	2092.0	220	10937
10937	473.9	10346	Chronic_Sinusitis	dx	6061321	1973.0	253	10938
10938	473.8	10347	Chronic_Sinusitis	dx	638975	1973.0	253	10939
10939	655.53	10349	Substance_Abuse	dx	29135	1467.0	259	10940
10940	435.3	10350	Cerebrovascular_Disease	dx	34083	1604.0	272	10941
10941	655.51	10351	Substance_Abuse	dx	274	1466.0	259	10942
10942	655.50	10352	Substance_Abuse	dx	563	1467.0	259	10943
10943	473.1	10353	Chronic_Sinusitis	dx	256235	1973.0	253	10944
10944	473.0	10354	Chronic_Sinusitis	dx	1250645	1973.0	253	10945
10945	473.3	10355	Chronic_Sinusitis	dx	132954	1973.0	253	10946
10946	473.2	10356	Chronic_Sinusitis	dx	569394	1973.0	253	10947
10947	E94.47	10358	E Codes: Adverse effects of medical drugs	dx	680	2057.0	220	10948
10948	E94.44	10359	E Codes: Adverse effects of medical drugs	dx	1655	2057.0	220	10949
10949	E94.45	10360	E Codes: Adverse effects of medical drugs	dx	207	2056.0	220	10950
10950	V78.0	12059	Administrative/social admission|Factors influencing health care	dx	650805	1660.0	226	10951
10951	V78.1	10362	Administrative/social admission|Factors influencing health care	dx	363071	1660.0	226	10952
10952	V78.2	12062	Administrative/social admission|Factors influencing health care	dx	23762	1660.0	226	10953
10953	V78.3	10364	Administrative/social admission|Factors influencing health care	dx	35736	1672.0	226	10954
10954	435.0	10365	Cerebrovascular_Disease	dx	28014	1604.0	272	10955
10955	V78.8	10366	Administrative/social admission|Factors influencing health care	dx	69820	1659.0	226	10956
10956	V78.9	10367	Administrative/social admission|Factors influencing health care	dx	113927	1659.0	226	10957
10957	535.50	10368	Gastritis_Duodenitis	dx	2736246	1603.0	260	10958
10958	535.51	10369	Gastritis_Duodenitis	dx	50764	1603.0	260	10959
10959	098.2	10370	STI	dx	5008	1839.0	224	10960
10960	371.62	10371	Corneal_Disorders	dx	4056	1778.0	221	10961
10961	371.61	10372	Corneal_Disorders	dx	38427	1778.0	221	10962
10962	371.60	10373	Corneal_Disorders	dx	90640	1778.0	221	10963
10963	923.3	10374	Superficial injury; contusion	dx	522850	1530.0	252	10964
10964	V88.03	10376	Sleep_Disorder	dx	314	2105.0	220	10965
10965	998.33	10378	Non_Specific_Pulmonary_Disorder	dx	6785	1444.0	234	10966
10966	998.32	10379	Non_Specific_Pulmonary_Disorder	dx	182070	1442.0	234	10967
10967	998.31	10380	Non_Specific_Pulmonary_Disorder	dx	43284	1442.0	234	10968
10968	998.30	10381	Non_Specific_Pulmonary_Disorder	dx	37826	1444.0	234	10969
10969	E93.83	16874	E Codes: Adverse effects of medical drugs	dx	155	2058.0	220	10970
10970	E89.2	10383	E Codes: Fire/burn	dx	454	1492.0	220	10971
10971	388.30	10384	Hearing_Loss	dx	927459	1498.0	239	10972
10972	642.51	10385	Gestational_Pregnancy_Related_Disorder	dx	59240	2115.0	227	10973
10973	388.32	10386	Hearing_Loss	dx	27738	1498.0	239	10974
10974	642.50	10387	Gestational_Pregnancy_Related_Disorder	dx	7922	2115.0	227	10975
10975	072.71	10388	General_Viral_Infection	dx	156	1991.0	248	10976
10976	646.63	7012	Gestational_Pregnancy_Related_Disorder	dx	268727	2115.0	227	10977
10977	E89.7	10390	E Codes: Fire/burn	dx	1738	1492.0	220	10978
10978	072.79	10392	General_Viral_Infection	dx	221	1992.0	248	10979
10979	569.61	10393	Atherosclerosis	dx	5347	1876.0	234	10980
10980	654.50	10394	Gestational_Pregnancy_Related_Disorder	dx	17219	2115.0	222	10981
10981	654.51	10395	Gestational_Pregnancy_Related_Disorder	dx	17786	2115.0	222	10982
10982	438.85	10396	Cerebrovascular_Disease	dx	182681	1605.0	272	10983
10983	438.84	10397	Cerebrovascular_Disease	dx	50503	1604.0	272	10984
10984	438.83	10398	Cerebrovascular_Disease	dx	13903	1604.0	272	10985
10985	569.62	10399	Non_Specific_Pulmonary_Disorder	dx	22284	1446.0	234	10986
10986	438.81	10400	Cerebrovascular_Disease	dx	6292	1604.0	272	10987
10987	E89.4	10401	E Codes: Fire/burn	dx	1380	1492.0	220	10988
10988	438.89	10402	Cerebrovascular_Disease	dx	110726	1604.0	272	10989
10989	801.19	10403	Intracranial injury	dx	175	2063.0	233	10990
10990	E88.89	10404	E Codes: Fall	dx	782424	1829.0	220	10991
10991	E88.88	10405	E Codes: Fall	dx	260816	1829.0	220	10992
10992	801.14	10406	Intracranial injury	dx	112	2062.0	233	10993
10993	801.15	10407	Intracranial injury	dx	347	2062.0	233	10994
10994	801.16	10408	Intracranial injury	dx	1656	2061.0	233	10995
10995	801.10	10409	Intracranial injury	dx	2219	2061.0	233	10996
10996	801.11	10410	Intracranial injury	dx	1144	2061.0	233	10997
10997	801.12	10411	Intracranial injury	dx	1024	2063.0	233	10998
10998	611.6	10414	Breast_Disorder	dx	128787	2082.0	238	10999
10999	611.5	10415	Breast_Disorder	dx	3344	2082.0	238	11000
11000	611.4	10416	Breast_Disorder	dx	8418	2082.0	238	11001
11001	611.3	10417	Breast_Disorder	dx	69664	2082.0	238	11002
11002	611.2	10418	Breast_Disorder	dx	5358	2082.0	238	11003
11003	611.1	10419	Breast_Disorder	dx	556298	2082.0	238	11004
11004	611.0	10420	Breast_Disorder	dx	361339	2082.0	238	11005
11005	611.8	10428	Breast_Disorder	dx	542055	2082.0	238	11006
11006	V55.9	10433	Administrative/social admission|Factors influencing health care	dx	5252	1670.0	226	11007
11007	E93.80	16877	E Codes: Adverse effects of medical drugs	dx	299	2055.0	220	11008
11008	E88.11	15822	E Codes: Fall	dx	846	1829.0	220	11009
11009	574.11	10443	Biliary_Tract_Disease	dx	39013	1619.0	299	11010
11010	574.10	10444	Biliary_Tract_Disease	dx	957035	1619.0	299	11011
11011	389.15	10447	Hearing_Loss	dx	115321	1498.0	239	11012
11012	389.14	10448	Hearing_Loss	dx	67204	1498.0	239	11013
11013	389.17	10449	Hearing_Loss	dx	36199	1498.0	239	11014
11014	389.16	10450	Hearing_Loss	dx	231446	1498.0	239	11015
11015	389.11	10451	Hearing_Loss	dx	386662	1498.0	239	11016
11016	389.10	10452	Hearing_Loss	dx	1352145	1498.0	239	11017
11017	389.13	10453	Hearing_Loss	dx	5749	1498.0	239	11018
11018	389.12	10454	Hearing_Loss	dx	82625	1498.0	239	11019
11019	389.18	10456	Hearing_Loss	dx	852526	1498.0	239	11020
11020	V87.49	6717	Sleep_Disorder	dx	10340	2092.0	220	11021
11021	372.20	10463	Eye_Infection	dx	150900	1676.0	221	11022
11022	098.86	10464	STI	dx	2240	1839.0	224	11023
11023	098.89	12629	STI	dx	1478	1839.0	224	11024
11024	V85.22	10466	Overweight_bmi	dx	53847	1602.0	254	11025
11025	V85.25	10471	Overweight_bmi	dx	65687	1602.0	254	11026
11026	653.43	10472	Gestational_Pregnancy_Related_Disorder	dx	7218	2115.0	250	11027
11027	120.0	12918	Parasitic_Infection	dx	1102	1475.0	246	11028
11028	947.3	10474	Burns	dx	1050	2008.0	231	11029
11029	120.1	12919	Parasitic_Infection	dx	347	1475.0	246	11030
11030	947.2	10477	Burns	dx	1692	2008.0	231	11031
11031	552.20	8270	Hernia	dx	65891	1756.0	295	11032
11032	295.50	16179	Schizophrenia_Related_Psychosis	dx	1386	1509.0	269	11033
11033	V20.2	10479	Administrative/social admission|Factors influencing health care	dx	20019969	1672.0	226	11034
11034	120.3	11384	Parasitic_Infection	dx	3620	1475.0	246	11035
11035	V82.81	10481	Administrative/social admission|Factors influencing health care	dx	1508613	1663.0	226	11036
11036	902.34	10482	Crushing injury or internal injury	dx	137	1439.0	232	11037
11037	902.31	10484	Crushing injury or internal injury	dx	199	1441.0	232	11038
11038	902.33	10486	Crushing injury or internal injury	dx	183	1440.0	232	11039
11039	649.53	10487	Gestational_Pregnancy_Related_Disorder	dx	135625	2115.0	227	11040
11040	947.8	10489	Burns	dx	410	2008.0	231	11041
11041	770.82	10490	Neonatal_Disease	dx	15407	1544.0	244	11042
11042	770.83	10491	Neonatal_Disease	dx	16023	1544.0	244	11043
11043	770.81	10492	Neonatal_Disease	dx	75654	1544.0	244	11044
11044	770.86	10493	Gestational_Pregnancy_Related_Disorder	dx	695	2116.0	244	11045
11045	770.87	10494	Neonatal_Disease	dx	667	1544.0	244	11046
11046	770.84	10495	Neonatal_Disease	dx	15318	1544.0	244	11047
11047	770.85	10496	Gestational_Pregnancy_Related_Disorder	dx	289	2115.0	244	11048
11048	770.88	10497	Gestational_Pregnancy_Related_Disorder	dx	8603	2116.0	336	11049
11049	770.89	10498	Neonatal_Disease	dx	161084	1544.0	244	11050
11050	V43.81	12928	Sleep_Disorder	dx	967	2095.0	220	11051
11051	873.72	10500	Open wounds|Open wounds of extremities	dx	1238	1477.0	243	11052
11052	959.2	10503	Other injuries and conditions due to external causes	dx	879270	1949.0	241	11053
11053	959.6	10507	Other injuries and conditions due to external causes	dx	496931	1952.0	241	11054
11054	039.8	12884	General_Bacterial_Infection	dx	11289	1963.0	224	11055
11055	959.8	12889	Other injuries and conditions due to external causes	dx	349477	1952.0	241	11056
11056	959.9	10510	Other injuries and conditions due to external causes	dx	878583	1949.0	241	11057
11057	039.4	10512	General_Bacterial_Infection	dx	181	1964.0	224	11058
11058	039.3	10513	General_Bacterial_Infection	dx	1124	1963.0	224	11059
11059	039.2	10514	General_Bacterial_Infection	dx	1390	1963.0	224	11060
11060	039.1	10515	Pneumonia	dx	2831	1328.0	253	11061
11061	756.72	10516	Non_Specific_Congenital_Musculoskeletal_Anomaly	dx	1040	1787.0	228	11062
11062	275.02	10517	Iron_Metabolism_Disorder	dx	4882	1474.0	254	11063
11063	175.9	7723	Male_Breast_Cancer	dx	9604	2034.0	339	11064
11064	084.2	10519	Arthropod_Borne_Diseases	dx	132	1433.0	246	11065
11065	991.4	12931	Other injuries and conditions due to external causes	dx	1958	1949.0	241	11066
11066	275.01	10522	Hereditary_Hemochromatosis	dx	29908	2029.0	254	11067
11067	E99.9	12932	E Codes: Other specified; NEC	dx	161	1457.0	220	11068
11068	719.70	10525	Non_Specific_Joint_Disorder	dx	9605	1860.0	225	11069
11069	719.76	10527	Non_Specific_Joint_Disorder	dx	3433	1860.0	225	11070
11070	719.77	10528	Non_Specific_Joint_Disorder	dx	6061	1859.0	225	11071
11071	581.81	10136	Nephrotic_Syndrome	dx	16219	1344.0	237	11072
11072	564.09	10530	Functional_Digestive_Disorder	dx	300026	1945.0	261	11073
11073	873.79	10531	Open wounds|Open wounds of extremities	dx	1244	1477.0	243	11074
11074	991.0	12935	Other injuries and conditions due to external causes	dx	999	1949.0	241	11075
11075	564.01	10533	Functional_Digestive_Disorder	dx	194604	1945.0	261	11076
11076	564.00	10534	Functional_Digestive_Disorder	dx	4484006	1945.0	261	11077
11077	564.02	10535	Functional_Digestive_Disorder	dx	29105	1945.0	261	11078
11078	991.2	12937	Other injuries and conditions due to external causes	dx	4566	1949.0	241	11079
11079	V24.2	10538	Gestational_Pregnancy_Related_Disorder	dx	1104445	2115.0	308	11080
11080	V44.52	10541	Non_Specific_Urinary_Disorder	dx	592	2023.0	237	11081
11081	381.89	12882	Eustachian_Tube_Disorder	dx	32577	1982.0	239	11082
11082	V18.11	10542	Sleep_Disorder	dx	2847	2098.0	220	11083
11083	228.1	10543	Hemangioma_Lymphangioma	dx	26953	1420.0	249	11084
11084	965.09	10545	Substance_Abuse	dx	33249	1466.0	259	11085
11085	342.90	10546	Hemiplegia	dx	183057	1745.0	298	11086
11086	342.91	10547	Hemiplegia	dx	25050	1745.0	298	11087
11087	342.92	10548	Hemiplegia	dx	21708	1745.0	298	11088
11088	965.02	10549	Substance_Abuse	dx	3176	1466.0	259	11089
11089	965.00	10550	Substance_Abuse	dx	15162	1466.0	259	11090
11090	965.01	10551	Substance_Abuse	dx	8125	1466.0	259	11091
11091	663.01	10555	Gestational_Pregnancy_Related_Disorder	dx	6853	2115.0	291	11092
11092	500.	10556	Non_Specific_Pulmonary_Disorder	dx	14406	1443.0	311	11093
11093	663.03	10557	Gestational_Pregnancy_Related_Disorder	dx	612	2115.0	291	11094
11094	733.02	14991	Osteoporosis	dx	84469	1397.0	351	11095
11095	094.87	10560	STI	dx	151	1840.0	224	11096
11096	094.86	10561	STI	dx	304	1840.0	224	11097
11097	094.82	10564	STI	dx	337	1840.0	224	11098
11098	094.89	10566	STI	dx	1937	1840.0	224	11099
11099	011.50	7816	Tuberculosis	dx	546	1459.0	224	11100
11100	752.9	10572	Non_Specific_Genitourinary_Congenital_Anomaly	dx	14098	1801.0	286	11101
11101	745.0	10574	Cardiac_Congenital_Anomaly	dx	6691	1712.0	278	11102
11102	996.53	10575	Atherosclerosis	dx	25203	1878.0	234	11103
11103	996.52	10576	Atherosclerosis	dx	19075	1876.0	234	11104
11104	996.51	10577	Atherosclerosis	dx	19167	1878.0	234	11105
11105	996.57	10579	Atherosclerosis	dx	3912	1882.0	234	11106
11106	745.3	10580	Cardiac_Congenital_Anomaly	dx	6124	1712.0	278	11107
11107	752.3	10581	Female_Genital_Congenital_Anomaly	dx	23122	1588.0	286	11108
11108	752.2	10582	Female_Genital_Congenital_Anomaly	dx	16969	1588.0	286	11109
11109	801.22	10583	Intracranial injury	dx	3172	2061.0	233	11110
11110	801.25	10584	Intracranial injury	dx	1468	2062.0	233	11111
11111	801.24	10585	Intracranial injury	dx	309	2062.0	233	11112
11112	692.81	15820	Atopic_Contact_Dermatitis	dx	35767	1409.0	256	11113
11113	801.26	10587	Intracranial injury	dx	6012	2061.0	233	11114
11114	590.11	10588	Kidney_Infection	dx	4952	1930.0	237	11115
11115	590.10	10589	Kidney_Infection	dx	336608	1930.0	237	11116
11116	649.12	10590	Gestational_Pregnancy_Related_Disorder	dx	260	2115.0	227	11117
11117	745.9	10591	Cardiac_Congenital_Anomaly	dx	7348	1712.0	278	11118
11118	649.10	10592	Gestational_Pregnancy_Related_Disorder	dx	5660	2115.0	227	11119
11119	637.10	10593	Gestational_Pregnancy_Related_Disorder	dx	1514	2115.0	263	11120
11120	649.14	10594	Gestational_Pregnancy_Related_Disorder	dx	872	2115.0	227	11121
11121	649.50	10509	Gestational_Pregnancy_Related_Disorder	dx	10004	2115.0	227	11122
11122	864.02	12956	Crushing injury or internal injury	dx	2896	1441.0	232	11123
11123	513.0	12324	Pneumonia	dx	25627	1328.0	253	11124
11124	864.03	12957	Crushing injury or internal injury	dx	2375	1441.0	232	11125
11125	864.00	12958	Crushing injury or internal injury	dx	6147	1441.0	232	11126
11126	567.39	15826	Peritonitis_Retroperitoneal_Infection	dx	847	1975.0	275	11127
11127	864.01	12959	Crushing injury or internal injury	dx	13049	1441.0	232	11128
11128	743.39	10601	Non_Specific_Congenital_Eye_Anomaly	dx	2411	1302.0	228	11129
11129	743.35	10602	Congenital_Aphakia	dx	741	1862.0	228	11130
11130	743.34	10603	Non_Specific_Congenital_Eye_Anomaly	dx	1454	1302.0	228	11131
11131	743.37	10604	Non_Specific_Congenital_Eye_Anomaly	dx	684	1302.0	228	11132
11132	743.36	10605	Non_Specific_Congenital_Eye_Anomaly	dx	638	1302.0	228	11133
11133	743.31	10606	Non_Specific_Congenital_Eye_Anomaly	dx	10370	1302.0	228	11134
11134	743.30	10607	Non_Specific_Congenital_Eye_Anomaly	dx	20471	1302.0	228	11135
